Long/Lat,Job Number,Job Name,City-County,St-Prov,FRLA Plans?,Date range,Project Type,Icon,Archival records,Images
"47.61848,-122.280525",08075,"Krauss, Arthur J. Mrs.",Seattle,Washington,33,1926-1931,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07253,"Olmsted, Roland W.",Chattanooga,Tennessee,33,1923-1927,07 Private Estate & Homesteads,purple_circle,,
,06630,"Blanchard, Denman",Mountain Lake,Florida,33,1918,07 Private Estate & Homesteads,purple_circle,,
,09723,"Paine, Stephen",Millis,Massachusetts,33,1925; 1946,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09688,"Flower, Henry C. Jr.",Manchester,Vermont,33,1930-1945,07 Private Estate & Homesteads,purple_circle,,
"42.309264,-71.120392",10203,"Boston Council, Inc. Boy Scouts of America",Boston,Massachusetts,33,1965-1966,09 Grounds of Commercial & Industrial Buildings,factory,,
"34.004084,-118.331283",08202,Leimert Park,Los Angeles,California,34,1927-1934,"01 Parks, Parkways & Recreation Areas",terrain,,
"37.869885, -122.270539",06093,Berkeley Metropolitan Park System,Oakland,California,34,1929-1930,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.3573,-72.101589",01001,Memorial Park,New London,Connecticut,34,1884-1885,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.729241, -72.670012",10091,South End Park,East Hartford,Connecticut,34,1957-1959,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.347888, -71.289854",02074,Weston Reservoir,Weston,Massachusetts,34,1900-1904,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.39719, -71.084389",01512,Fells Parkway,Boston,Massachusetts,34,1894-1907,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.412748, -70.989919",01539,Revere Beach,Revere,Massachusetts,34,1893-1919,"01 Parks, Parkways & Recreation Areas",terrain,,
"44.21101, -69.064859",07997,Camden Shore Front Park,Camden,Maine,34,1928-1931; 1947; 1951,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.303779,-85.646195",09838,"Baquie, Gordon",Glen View,Kentucky,34,1947-1956,03 Subdivisions & Suburban Communities,target,,
"41.26613,-72.776356",09242,Pine Orchard,Pine Orchard,Connecticut,34,1929-1931,03 Subdivisions & Suburban Communities,target,,
"40.711093,-74.346027",09489,Summit Junior High School,Summit,New Jersey,34,1937-1939,04 College & School Campuses,landmark,,
"38.307644,-85.647612",10071,"Brown, Robinson Jr. (part of R. W. Bingham Property)",Harrods Creek,Kentucky,34,1958,07 Private Estate & Homesteads,purple_circle,,
"40.042368,-75.337415",06736,"Bodine, William W.",Villa Nova,Pennsylvania,34,1919-1921; 1928-1929,07 Private Estate & Homesteads,purple_circle,,
"41.82229,-71.402743",00604,"Brown, J. C.",Providence,Rhode Island,34,1890-1895,07 Private Estate & Homesteads,purple_circle,,
"42.471658,-73.185248",10105,"Crane, Arthur",Dalton,Massachusetts,34,1949; 1959-1960; 1967-1969,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09485,"Dabney, William C.",Lee County,Kentucky,34,1937,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09752,"Dane, John Jr.",Brookline,Massachusetts,34,1946-1956,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09899,"Chapin, Alfred H.",Blanford,Massachusetts,34,1950-1951,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10134,"Churchill, Mrs. L W",Center Harbor,New Hampshire,34,1961-1962,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07140,"Burnham, Lee S.",Great Neck,New York,34,1920-1923,07 Private Estate & Homesteads,purple_circle,,
"40.547793,-80.140353",06949,"Painter, Charles A.",Sewickley,Pennsylvania,34,1921,07 Private Estate & Homesteads,purple_circle,,
"36.055768,-86.873577",09802,"Kerrigan, Philip Jr.",Nashville,Tennessee,34,1948-1954,07 Private Estate & Homesteads,purple_circle,,
"41.779025,-72.677457",02933,Olmsted Tomb - North Cemetery,Hartford,Connecticut,34,1958-1959,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.127603,-71.543707",10150,"Draper, George William F. Mausoleum",Hopedale,Massachusetts,34,1889; 1919; 1960-1963,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.885036,-73.588926",07659,Stettinius Cemetery Lot,Locust Valley,New York,34,1926-1939,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"33.448577,-86.790812",09950,Vestavia Hills Shopping Center,Birmingham,Alabama,34,1948; 1953-1955,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.842546,-73.535281",10202,Howard Johnson Company,Braintree,Massachusetts,34,1956; 1959; 1964-1966,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.148864,-87.764583",03597,Lake Shore Country Club,Glencoe,Illinois,34,1909-1911,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"40.811511,-73.962729",00539,Riverside Church,New York City,New York,34,1929-1941,11 Grounds of Churches,library,,
"39.514768, -75.127945",09264,Parvin Park,Union Grove,New Jersey,35,1931-1932,"01 Parks, Parkways & Recreation Areas",terrain,,
"36.547018,-82.562428",09904,Green Acres Shopping Center,Kingsport,Tennessee,35,1951-1955,02 City & Regional Planning & Improvement Projects,rec_bus,,
"41.497778,-81.690903",05667,Cleveland Superior Viaduct,Cleveland,Ohio,35,1912-1915,02 City & Regional Planning & Improvement Projects,rec_bus,,
"40.911923,-73.345585",09913,Steers Subdivision,Northport,New York,35,1947-1952,03 Subdivisions & Suburban Communities,target,,
To Be Determined,09012,"Maclean, Hugh C. Major",Toronto,Ontario,35,1928-1929,03 Subdivisions & Suburban Communities,target,,
"38.144438,-84.679195",06958,Kentucky Female Orphan School,Midway,Kentucky,35,1921-1937,04 College & School Campuses,landmark,,
"40.448106,-79.925237",09785,Pennsylvania College for Women,Pittsburgh,Pennsylvania,35,1940; 1947,04 College & School Campuses,landmark,,
"43.092569,-75.268836",09759,Utica College,Utica,New York,35,1923-1957,04 College & School Campuses,landmark,,
"42.653404,-73.757958",00608,New York State Capitol,Albany,New York,35,1875-1878; 1897-1898,06 Grounds of Public Buildings,museum,,https://www.flickr.com/photos/olmsted_archives/sets/72157632865676420/
"38.240072,-85.685704",04092,"Sackett, F. M.",Louisville,Kentucky,35,1910-1924,07 Private Estate & Homesteads,purple_circle,,
"40.057667,-75.208182",02895,"Henry, Charles W. Mrs.",Wissahickon Heights,Pennsylvania,35,1904-1914,07 Private Estate & Homesteads,purple_circle,,
"41.888205,-73.91855",03081,"Olin, S. H.",Rhinebeck,New York,35,1905-1907,07 Private Estate & Homesteads,purple_circle,,
"41.967021,-70.677667",05429,Knapp Estate,Plymouth,Massachusetts,35,1939-1940,07 Private Estate & Homesteads,purple_circle,,
"47.740853,-122.374628",03878,"Merrill, R. D.",Seattle,Washington,35,1909-1914,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09553,"Bickel, George R.",Louisville,Kentucky,35,1938-1939,07 Private Estate & Homesteads,purple_circle,,
"40.009513,-75.22687",03146,"Clark, Percy H.",Cynwyd,Pennsylvania,35,1906-1911,07 Private Estate & Homesteads,purple_circle,,
"41.672014,-71.448619",07686,"Lisle, Arthur B.",East Greenwich,Rhode Island,35,1923-1930,07 Private Estate & Homesteads,purple_circle,,
"42.300865,-71.389332",10176,Sears Roebuck - Filene's Shopping Center,Natick,Massachusetts,35,1963-1965,09 Grounds of Commercial & Industrial Buildings,factory,,
"44.832896,-73.077364",09773,National Carbon Company,St. Albans,Vermont,35,1946-1947,09 Grounds of Commercial & Industrial Buildings,factory,,
"39.314515, -76.668759",02421,Gwynn's Falls Parkway,Baltimore,Maryland,36,1894-1915,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.80637, -74.210716",02140,Glenfield Park,Essex County,New Jersey,36,1903-1931,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.695763, -71.172438",01605,South Park,Fall River,Massachusetts,36,1893; 1902-1904,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.109876, -72.612097",05121,Northern Approach,Springfield,Massachusetts,36,1914-1916,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.60294,-79.562731",00204,Vandergrift,Vandergrift,Pennsylvania,36,1895-1897,03 Subdivisions & Suburban Communities,target,,
"46.203211,-119.12334",03557,Northern Pacific Irrigation Company,Kennewick,Washington,36,1906-1910,03 Subdivisions & Suburban Communities,target,,
"42.3932,-71.140032",10382,Rindge III,Cambridge,Massachusetts,36,1970-1973,03 Subdivisions & Suburban Communities,target,,
"38.240472,-85.685356",09997,Louisville Presbyterian Theological Seminary,Louisville,Kentucky,36,1903; 1907; 1939; 1954-1956,04 College & School Campuses,landmark,,
"38.231952,-85.679809",02979,"Cowan, Andrew",Louisville,Kentucky,36,1904-1939,07 Private Estate & Homesteads,purple_circle,,
"41.108168,-73.721867",05851,"Agnew, C. R.",Armonk,New York,36,1913-1927,07 Private Estate & Homesteads,purple_circle,,
"41.127858,-73.739977",09111,"Watt, W. C.",New Castle,New York,36,1929-1930,07 Private Estate & Homesteads,purple_circle,,
"41.455223,-71.305368",01036,Rough Point,Newport,Rhode Island,36,1887-1890,07 Private Estate & Homesteads,purple_circle,,
"42.248121,-70.785137",03705,"Long, Harry V.",Cohasset,Massachusetts,36,1907-1926,07 Private Estate & Homesteads,purple_circle,,
"42.327712,-71.119019",00629,"Storrow, Charles",Brookline,Massachusetts,36,1882; 1886,07 Private Estate & Homesteads,purple_circle,,
"42.336917,-71.133116",01046,"Eaton, Charles S.",Brookline,Massachusetts,36,1886-1887,07 Private Estate & Homesteads,purple_circle,,
"42.651984,-71.142805",00177,"Ripley, Alfred L.",Andover,Massachusetts,36,1930; 1936,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09015,"Bicknell, Warren",Kirtland,Ohio,36,1928-1929,07 Private Estate & Homesteads,purple_circle,,
"41.451798,-71.354191",00684,"Davis, T. M.",Newport,Rhode Island,36,1882-1891,07 Private Estate & Homesteads,purple_circle,,
"42.302722,-71.813228",09698,Heald Machine Company,Worcester,Massachusetts,36,1944-1952,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.362524,-71.115081",09768,Houghton Mifflin Company,Cambridge,Massachusetts,36,1946-1950,09 Grounds of Commercial & Industrial Buildings,factory,,
"33.520073, -86.809416",03545,Woodrow Wilson Park,Birmingham,Alabama,37,1924-1925,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.888168,-77.019531",02828,"Mall, The",Washington,DC,37,1901-1915,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.745696, -74.336028",10005,White Oak Ridge Park,Millburn,New Jersey,37,1953-1961,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.762276, -74.230242",02126,Orange Park,Essex County,New Jersey,37,1898-1912,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.277419, -72.901025",05316,Townsend Tract,New Haven,Connecticut,37,1922-1945,"01 Parks, Parkways & Recreation Areas",terrain,,
"43.044128,-87.893028",01653,Lake Park,Milwaukee,Wisconsin,37,1892-1895,"01 Parks, Parkways & Recreation Areas",terrain,,
"43.138025,-75.191481",07339,Turnbull Heights Inc.,Deerfield,New York,37,1924-1928,03 Subdivisions & Suburban Communities,target,,
"40.857448,-73.913312",05529,New York University,New York City,New York,37,1895-1918,04 College & School Campuses,landmark,,
"41.791153,-73.133583",06060,"Hungerford, Charlotte Hospital",Torrington,Connecticut,37,1911-1931,05 Grounds of Residential Institutions,buildings,,
"27.940484,-81.589236",07424,"Miller, George P.",Mountain Lake,Florida,37,1925,07 Private Estate & Homesteads,purple_circle,,
"38.268915,-85.685956",09985,"Frank, W. G.",Louisville,Kentucky,37,1953-1956,07 Private Estate & Homesteads,purple_circle,,
"40.070551,-75.212703",00168,"Taylor, F. W. (& Clark, J.S.)",Chestnut Hill,Pennsylvania,37,1902-1904,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/sets/72157636055796183/
"41.613421,-70.388803",09712,"Gates, Thomas S. Dr.",Osterville,Massachusetts,37,1945-1947,07 Private Estate & Homesteads,purple_circle,,
"42.324615,-71.1568",09349,"King, Franklin",Brookline,Massachusetts,37,1933-1934,07 Private Estate & Homesteads,purple_circle,,
"44.281718,-71.73421",09604,"Lee, Frances G. Mrs.",Littleton,New Hampshire,37,1940,07 Private Estate & Homesteads,purple_circle,,
"44.39442,-73.2728",01031,"Webb, William Seward",Burlington,Vermont,37,1886-1889,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09599,"Scheirich, Henry J. Jr.",Louisville,Kentucky,37,1939-1941,07 Private Estate & Homesteads,purple_circle,,
"39.721716,-84.181367",06233,"Mead, George",Dayton,Ohio,37,1915-1920,07 Private Estate & Homesteads,purple_circle,,
"40.820272,-73.635371",06745,Engineers Country Club,Roslyn,New York,37,1919-1920,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"42.31402,-71.148169",01048,"Country Club, The",Brookline,Massachusetts,37,1886-1946,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"42.978436,-70.771544",06765,Stoneleigh Manor/Rye Beach Hotel,Rye Beach,New Hampshire,37,1915-1920,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"39.75911, -84.194439",03280,Dayton Parks,Dayton,Ohio,38,1902-1919,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.32309,-72.940376",05314,Beaver Pond Park,New Haven,Connecticut,38,1917-1921,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.554077,-73.046179",06677,Library Park,Waterbury,Connecticut,38,1920-1922,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.066212, -71.104245",00671,North Easton Park,North Easton,Massachusetts,38,1881-1883; 1946-1947,"01 Parks, Parkways & Recreation Areas",terrain,,https://www.flickr.com/photos/olmsted_archives/collections/72157634590120011/
"42.382625,-70.987473",09833,Winthrop Housing,Winthrop,Massachusetts,38,1949,03 Subdivisions & Suburban Communities,target,,
"41.308309,-72.928705",03470,Yale Campus,New Haven,Connecticut,38,1905-1913,04 College & School Campuses,landmark,,
"42.373827,-71.116455",00308,Harvard Overseers,Cambridge,Massachusetts,38,1894-1903,04 College & School Campuses,landmark,,
"40.829641,-73.561685",06262,"Dows, David",Brookville,New York,38,1913-1928,07 Private Estate & Homesteads,purple_circle,,
"41.276968,-73.502966",00024,"Maynard, Effingham Mrs.",Ridgefield,Connecticut,38,1902,07 Private Estate & Homesteads,purple_circle,,
"42.328262,-71.131923",00464,"Williams, Moses",Brookline,Massachusetts,38,1875-1886,07 Private Estate & Homesteads,purple_circle,,
"39.708433,-84.176239",06897,"Steffey, C. E.",Dayton,Ohio,38,1920-1924,07 Private Estate & Homesteads,purple_circle,,
"43.622532,-71.333284",09515,Y.M.C.A.,Lake Winnipasaukee,New Hampshire,38,1937-1948,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"38.23877,-85.759685",09984,Fourth Avenue Presbyterian Church,Louisville,Kentucky,38,1954-1956,11 Grounds of Churches,library,,
"41.819264,-71.416605",10326,Cathedral of Saints Peter and Paul,Providence,Rhode Island,38,1963; 1968-1972,11 Grounds of Churches,library,,
"32.733429,-117.142668",04051,Balboa Park,San Diego,California,38,1911-1915,13 Exhibitions & Fairs,capital_big,,
"34.05349,-118.245319",05373,Los Angeles Traffic,Los Angeles,California,39,1922-1926,"01 Parks, Parkways & Recreation Areas",terrain,,
"34.516264,-93.053041",01244,Hot Springs Reservation,Hot Springs,Arkansas,39,1892-1893,"01 Parks, Parkways & Recreation Areas",terrain,,
"37.781569, -122.511978",08083,Point Lobos,Point Lobos,California,39,1890; 1913; 1927; 1932-1936,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.625223, -74.246764",07175,Wheeler Park,Linden,New Jersey,39,1925-1931,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.26514, -70.997684",01515,Furnace Brook Parkway,Quincy,Massachusetts,39,1897-1917,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.368247, -71.054796",00937,North End Park,Boston,Massachusetts,39,1876-1897,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.89945, -78.895899",00706,"Front, The",Buffalo,New York,39,1870-1899,"01 Parks, Parkways & Recreation Areas",terrain,,
"36.544398,-82.603197",09761,"Edwards, C. P. Jr.",Kingsport,Tennessee,39,1939; 1945-1947,03 Subdivisions & Suburban Communities,target,,
"42.11789,-70.912693",10367,Rockland Place,Rockland,Massachusetts,39,1969-1972,03 Subdivisions & Suburban Communities,target,,
"29.642484,-82.350082",07525,Florida University,Gainesville,Florida,39,1925-1927,04 College & School Campuses,landmark,,
"41.293672,-82.221851",02928,Oberlin College,Oberlin,Ohio,39,1913-1914,04 College & School Campuses,landmark,,
"42.266575,-72.671814",05674,Williston Seminary,Easthampton,Massachusetts,39,1913-1914,04 College & School Campuses,landmark,,
"27.940256,-81.588249",06832,"Parks, Arthur A.",Mountain Lake,Florida,39,1920-1925,07 Private Estate & Homesteads,purple_circle,,
"40.018766,-75.39483",00030,"Biddle, E. Craig",Wayne,Pennsylvania,39,1901-1902,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/sets/72157635454539242/
"40.828351,-73.448839",06499,"Kahn, Otto H.",Cold Spring Harbor,New York,39,1916-1917,07 Private Estate & Homesteads,purple_circle,,
"40.86342,-73.210745",07549,"Dahl, Gerhard M.",Smithtown,New York,39,1925-1926,07 Private Estate & Homesteads,purple_circle,,
"41.036603,-73.866212",00310,"Dunham, Carroll Dr.",Irvington-on-Hudson,New York,39,1889-1911,07 Private Estate & Homesteads,purple_circle,,
"41.178995,-73.713887",06484,"Clayburgh, Albert",Mt. Kisco,New York,39,1917-1921,07 Private Estate & Homesteads,purple_circle,,
"41.938807,-70.625138",06704,"Hornblower, Henry",Plymouth,Massachusetts,39,1919-1927; 1956,07 Private Estate & Homesteads,purple_circle,,
"44.186639,-69.067022",07998,"Bok, Mary L. Mrs.",Rockport,Maine,39,1928-1939,07 Private Estate & Homesteads,purple_circle,,
"40.0072,-75.344598",06741,"Strawbridge, Robert E.",Radnor,Pennsylvania,39,1919-1920,07 Private Estate & Homesteads,purple_circle,,
"39.070013,-78.031254",09311,"Lambert, Gerard B.",Clarke County,Virginia,39,1930-1932,07 Private Estate & Homesteads,purple_circle,,
"42.877466,-71.95178",09887,American Guernsey Cattle Club,Peterboro,New Hampshire,39,1946; 1949-1951,09 Grounds of Commercial & Industrial Buildings,factory,,
"27.712748,-80.377135",06107,Indian River Islands Company,Vero Beach,Florida,39,1930-1940,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"38.240877, -85.614438",7834,"Bullitt, William Marshall",Louisville,Kentucky,40,1924; 1927-1928,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.825956, -74.247322",02150,Verona Lake Park,Essex County,New Jersey,40,1919-1932,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.330346,-71.146045",01078,Chestnut Hill Ave. Widening,Brookline,Massachusetts,40,1886-1891,02 City & Regional Planning & Improvement Projects,rec_bus,,
"38.031597,-84.48688",03141,"McDowell, Judge Henry C.",Lexington,Kentucky,40,1906-1917,03 Subdivisions & Suburban Communities,target,,
"40.748622,-73.152723",01047,"Cutting, Bayard",Oakdale,New York,40,1887-1894,07 Private Estate & Homesteads,purple_circle,,
"40.870511,-73.568444",06297,"Brokaw, Irving",Long Island,New York,40,1926,07 Private Estate & Homesteads,purple_circle,,
"41.124593,-73.841043",07307,"Harden, E. W.",Scarborough,New York,40,1924,07 Private Estate & Homesteads,purple_circle,,
"41.468682,-71.306698",01015,"Ellis, J. W.",Newport,Rhode Island,40,1883-1886,07 Private Estate & Homesteads,purple_circle,,
"41.623848,-70.365393",09686,"Dowse, W. B. H. Estate",Wianno,Massachusetts,40,1909-1911; 1920; 1944,07 Private Estate & Homesteads,purple_circle,,
"42.589631,-71.590755",01162,"Joy, C. H.",Bar Harbor,Maine,40,1889-1891,07 Private Estate & Homesteads,purple_circle,,
"44.303151,-71.767373",06215,"Morron, John R.",Littleton,New Hampshire,40,1915,07 Private Estate & Homesteads,purple_circle,,
"47.735676,-122.373126",08091,"Douglas, J. F.",Seattle,Washington,40,1927-1929,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07302,"Moseley, Carleton",Highland Park,Illinois,40,1922-1925,07 Private Estate & Homesteads,purple_circle,,
"40.071257,-75.218614",05268,"Biddle, J. W.",Philadelphia,Pennsylvania,40,1911-1912,07 Private Estate & Homesteads,purple_circle,,
"41.610854,-81.300545",06118,"Holden, Elizabeth Davis Memorial",Cleveland,Ohio,40,1914-1916,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.740006,-73.838856",09533,National Cash Register - NY World's Fair Exhibit,New York City,New York,40,1937-1938,13 Exhibitions & Fairs,capital_big,,
"44.211506, -69.064896",09385,Camden Shore Develop.,Camden,Maine,41,1935-1937; 1948-1952,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.323778,-71.150876",03222,Cabot Hill Reservoir,Brookline,Massachusetts,41,1906-1924,"01 Parks, Parkways & Recreation Areas",terrain,,
"29.16554,-81.004643",07574,Ganymede,Daytona,Florida,41,1925-1926,03 Subdivisions & Suburban Communities,target,,
"40.75002,-73.886361",07142,Jackson Heights Gardens,Elmhurst,New York,41,1922-1923,03 Subdivisions & Suburban Communities,target,,
"40.763414,-73.597004",09040,Hicks Nursery Subdivision,Westbury,New York,41,1909; 1929-1937,03 Subdivisions & Suburban Communities,target,,
"32.349948,-86.285162",03322,Huntington College,Montgomery,Alabama,41,1908; 1923; 1946-1949,04 College & School Campuses,landmark,,
"41.49732,-71.306269",01039,Newport Hospital,Newport,Rhode Island,41,1886-1895,05 Grounds of Residential Institutions,buildings,,
"41.498538,-81.602245",06412,"Bicknell, Warren",Cleveland,Ohio,41,1916-1921,07 Private Estate & Homesteads,purple_circle,,
"42.253539,-71.191752",00627,"Endicott, H. Wendell",Dedham,Massachusetts,41,1882-1934,07 Private Estate & Homesteads,purple_circle,,
"42.81435,-73.929553",09219,"Hanson, Willis T.",Schenectady,New York,41,1930,07 Private Estate & Homesteads,purple_circle,,
"43.134498,-70.629545",09115,"Richard, Harold C.",York Harbor,Maine,41,1919; 1929,07 Private Estate & Homesteads,purple_circle,,
"44.311597,-69.783922",07375,"Wyman, Walter S.",Augusta,Maine,41,1925-1929,07 Private Estate & Homesteads,purple_circle,,
"47.130221,-122.551358",03494,"Thorne, Chester",American Lake,Washington,41,1908-1911,07 Private Estate & Homesteads,purple_circle,,
"38.92667,-77.008979",02840,McMillan Park,Washington,DC,42,1907-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.870349, -74.146407",09161,Weasel Brook,Passaic County Park Commission,New Jersey,42,1930-19311930-1931,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.19276, -71.103661",01504,Blue Hills Reservation,,Massachusetts,42,1893-1906,"01 Parks, Parkways & Recreation Areas",terrain,,
"39.358342,-76.620455",07229,Homeland,Baltimore,Maryland,42,1922-1927,03 Subdivisions & Suburban Communities,target,,
"42.34968,-71.117281",09822,Brookline Housing,Brookline,Massachusetts,42,1947-1950,03 Subdivisions & Suburban Communities,target,,
"42.378377,-71.253998",09855,Waltham Housing,Waltham,Massachusetts,42,1950-1956,03 Subdivisions & Suburban Communities,target,,
"34.390833,-89.539132",10144,University of Mississippi Golf Course,Oxford,Mississippi,42,1954-1965,04 College & School Campuses,landmark,,
"40.415277,-82.455761",03093,Ohio State Sanatorium,Mt. Vernon,Ohio,42,1906-1911,05 Grounds of Residential Institutions,buildings,,
"33.803333,-118.394087",08046,"Olmsted, F. L.",Palos Verdes,California,42,1925-1938,07 Private Estate & Homesteads,purple_circle,,
"40.779502,-74.257375",06859,"Delano, Moreau",Orange,New Jersey,42,1920-1929,07 Private Estate & Homesteads,purple_circle,,
"42.065336,-71.092454",01224,"Ames, Oliver 2d",North Easton,Massachusetts,42,1891-1892,07 Private Estate & Homesteads,purple_circle,,
"42.067152,-72.55414",09207,"Burbank, James B.",Springfield,Massachusetts,42,1933-1957,07 Private Estate & Homesteads,purple_circle,,
"42.329186,-71.157592",09572,"Rowley, Charles F.",Brookline,Massachusetts,42,1939-1959,07 Private Estate & Homesteads,purple_circle,,
"42.329743,-71.133869",01079,"White, John H.",Brookline,Massachusetts,42,1887-1888,07 Private Estate & Homesteads,purple_circle,,
"42.331139,-71.142826",07820,"Mitton, George W.",Brookline,Massachusetts,42,1926-1929,07 Private Estate & Homesteads,purple_circle,,
"33.747305,-118.37947",08023,Vanderlip,Palos Verdes,California,42,1924-1931,07 Private Estate & Homesteads,purple_circle,,
"42.460122,-71.025276",10118,"Sears, Roebuck and Company",Saugus,Massachusetts,42,1959-1960,09 Grounds of Commercial & Industrial Buildings,factory,,
"33.454575,-86.785469",09800,Vestavia Gardens,Birmingham,Alabama,42,1928-1951,12 Arboreta & Gardens,parks,,
"40.803707, -73.958244",00503,Morningside Park,Manhattan,New York,43,1871-1889,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.885441, -78.878464",00700,Buffalo Parks,Buffalo,New York,43,1869-1870,"01 Parks, Parkways & Recreation Areas",terrain,,
"44.30594, -69.781219",06857,Macomber Playground,Augusta,Maine,43,1920-1921,"01 Parks, Parkways & Recreation Areas",terrain,,
"33.773511,-84.338522",00071,Kirkwood Land Company,Atlanta,Georgia,43,1892-1905,03 Subdivisions & Suburban Communities,target,,https://www.flickr.com/photos/olmsted_archives/sets/72157636050993225/
"42.096184,-71.028607",09831,Brockton Housing,Brockton,Massachusetts,43,1948-1949; 1957,03 Subdivisions & Suburban Communities,target,,
"42.157192,-72.513896",09099,Homelands Indian Orchard Company,Springfield,Massachusetts,43,1929-1930,03 Subdivisions & Suburban Communities,target,,
"42.914006,-78.706656",01290,Depew Land Company,Depew,New York,43,1892-1894,03 Subdivisions & Suburban Communities,target,,
"37.573358,-84.292517",05050,Berea College,Berea,Kentucky,43,1910-1920; 1941,04 College & School Campuses,landmark,,
"40.008815,-75.309048",07434,Haverford College,Haverford,Pennsylvania,43,1925-1932,04 College & School Campuses,landmark,,
"41.788849,-87.600861",00058,University of Chicago,Chicago,Illinois,43,1891-1910,04 College & School Campuses,landmark,,
"27.928578,-81.582198",06551,"Warner, W. H. - old job",Mountain Lake,Florida,43,1917-1918,07 Private Estate & Homesteads,purple_circle,,
"40.798444,-73.679767",07348,"Munsey, F. A.",Manhasset,New York,43,1924-1925,07 Private Estate & Homesteads,purple_circle,,
"41.278363,-71.952633",07890,"Buckner, Mortimer N.",Fishers Island,New York,43,1927-1928,07 Private Estate & Homesteads,purple_circle,,
"42.247343,-87.822325",02991,"Hamill, E. A.",Lake Forest,Illinois,43,1904-1908,07 Private Estate & Homesteads,purple_circle,,
"42.331631,-71.161795",01024,"White, R.H.",Chestnut Hill,Massachusetts,43,1879-1897,07 Private Estate & Homesteads,purple_circle,,
"42.360526,-71.288481",03994,"Winsor, Robert",Weston,Massachusetts,43,1900-1911,07 Private Estate & Homesteads,purple_circle,,
"42.574056,-70.710663",07846,"Farnum, H. W.",Magnolia,Massachusetts,43,1927-1932,07 Private Estate & Homesteads,purple_circle,,
"47.653919,-122.307889",02739,Alaska-Yukon Pacific Exposition,Seattle,Washington,43,1906-1910,13 Exhibitions & Fairs,capital_big,,
"40.683892,-74.312553",06957,Union County Park Commission,Union County,New Jersey,44,1921-1929; 1937; 1958-1965,"01 Parks, Parkways & Recreation Areas",terrain,,
"43.085031, -79.069655",03330,Niagara Falls post-1905,Niagara Falls,New York,44,1900-1926,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.898524,-71.119181",09885,Taunton Housing (Federal),Taunton,Massachusetts,44,1951; 1953,03 Subdivisions & Suburban Communities,target,,
